iter	Logloss
0	0.6405886841
1	0.5970784378
2	0.5601211548
3	0.5349246216
4	0.5159607697
5	0.494535141
6	0.475740509
7	0.4573590851
8	0.4492869568
9	0.4442486572
10	0.4352896118
11	0.4284573364
12	0.4206060028
13	0.4166681671
14	0.4129631042
15	0.4083406067
16	0.4045849609
17	0.4024200439
18	0.3998699188
19	0.3975665283
